gene,ENSEMBL,chr,gene_biotype
SNORD6,ENSG00000202314,11,snoRNA
SNORA1,ENSG00000206834,11,snoRNA
SNORA8,ENSG00000207304,11,snoRNA
SNORD5,ENSG00000239195,11,snoRNA
SNORA18,ENSG00000207145,11,snoRNA
MIR1304,ENSG00000284458,11,ncRNA
SNORA40,ENSG00000210825,11,snoRNA
C11orf54,ENSG00000182919,11,protein-coding
MED17,ENSG00000042429,11,protein-coding
VSTM5,ENSG00000214376,11,protein-coding
HPRT1P3,ENSG00000256752,11,pseudo
HEPHL1,ENSG00000181333,11,protein-coding
PANX1,ENSG00000110218,11,protein-coding
IZUMO1R,ENSG00000183560,11,protein-coding
GPR83,ENSG00000123901,11,protein-coding
MRE11,ENSG00000020922,11,protein-coding
MIR548L,ENSG00000221230,11,ncRNA
ANKRD49,ENSG00000168876,11,protein-coding
C11orf97,ENSG00000257057,11,protein-coding
PIWIL4,ENSG00000134627,11,protein-coding
FUT4,ENSG00000196371,11,protein-coding
PIWIL4-AS1,ENSG00000255929,11,ncRNA
AMOTL1,ENSG00000166025,11,protein-coding
CWC15,ENSG00000150316,11,protein-coding
KDM4D,ENSG00000186280,11,protein-coding
LOC100420801,ENSG00000255653,11,pseudo
KDM4E,ENSG00000235268,11,protein-coding
LOC100420802,ENSG00000274486,11,pseudo
KDM4F,ENSG00000255855,11,protein-coding
LOC100420803,ENSG00000277984,11,pseudo
SRSF8,ENSG00000263465,11,protein-coding
ENDOD1,ENSG00000149218,11,protein-coding
LOC100129203,ENSG00000245552,11,ncRNA
SESN3,ENSG00000149212,11,protein-coding
LOC107984377,ENSG00000255605,11,ncRNA
FGFR3P2,ENSG00000273600,11,pseudo
FAM76B,ENSG00000077458,11,protein-coding
CEP57,ENSG00000166037,11,protein-coding
MTMR2,ENSG00000087053,11,protein-coding
RNA5SP345,ENSG00000222578,11,pseudo
RPL32P25,ENSG00000242993,11,pseudo
MAML2,ENSG00000184384,11,protein-coding
MIR1260B,ENSG00000266192,11,ncRNA
CCDC82,ENSG00000149231,11,protein-coding
JRKL,ENSG00000183340,11,protein-coding
RNA5SP346,ENSG00000200411,11,pseudo
LINC02737,ENSG00000256684,11,ncRNA
MED28P5,ENSG00000255205,11,pseudo
RNA5SP347,ENSG00000199315,11,pseudo
LOC100289416,ENSG00000255380,11,pseudo
LOC643381,ENSG00000254939,11,pseudo
CNTN5,ENSG00000149972,11,protein-coding
RN7SKP53,ENSG00000223269,11,pseudo
RN7SL222P,ENSG00000242165,11,pseudo
ARHGAP42-AS1,ENSG00000248027,11,ncRNA
ARHGAP42,ENSG00000165895,11,protein-coding
RN7SKP115,ENSG00000200047,11,pseudo
PGR,ENSG00000082175,11,protein-coding
TRPC6,ENSG00000137672,11,protein-coding
MIR3920,ENSG00000263885,11,ncRNA
KIAA1191P2,ENSG00000254506,11,pseudo
PLS1P1,ENSG00000254534,11,pseudo
ANGPTL5,ENSG00000187151,11,protein-coding
CEP126,ENSG00000110318,11,protein-coding
CFAP300,ENSG00000137691,11,protein-coding
RNA5SP535,ENSG00000274097,11,pseudo
YAP1,ENSG00000137693,11,protein-coding
RPS6P17,ENSG00000243777,11,pseudo
RNU6-952P,ENSG00000212466,11,pseudo
BIRC3,ENSG00000023445,11,protein-coding
BIRC2,ENSG00000110330,11,protein-coding
TMEM123,ENSG00000152558,11,protein-coding
TMEM123-DT,ENSG00000255337,11,ncRNA
LOC102723838,ENSG00000255482,11,ncRNA
MMP7,ENSG00000137673,11,protein-coding
MMP20,ENSG00000137674,11,protein-coding
MMP27,ENSG00000137675,11,protein-coding
MMP8,ENSG00000118113,11,protein-coding
LOC100421658,ENSG00000256254,11,pseudo
MMP10,ENSG00000166670,11,protein-coding
MMP1,ENSG00000196611,11,protein-coding
MMP3,ENSG00000149968,11,protein-coding
MMP12,ENSG00000262406,11,protein-coding
RNU7-159P,ENSG00000238562,11,pseudo
MMP13,ENSG00000137745,11,protein-coding
RPL21P96,ENSG00000239861,11,pseudo
DCUN1D5,ENSG00000137692,11,protein-coding
DYNC2H1,ENSG00000187240,11,protein-coding
MTCO3P15,ENSG00000254895,11,pseudo
MTATP6P15,ENSG00000254931,11,pseudo
MTCO2P15,ENSG00000255417,11,pseudo
MTCO1P15,ENSG00000255350,11,pseudo
MTND2P26,ENSG00000254565,11,pseudo
MTND1P36,ENSG00000253245,11,pseudo
MIR4693,ENSG00000264200,11,ncRNA
PDGFD,ENSG00000170962,11,protein-coding
DDI1,ENSG00000170967,11,protein-coding
LINC02552,ENSG00000256422,11,ncRNA
CASP12,ENSG00000291983,11,protein-coding
CASP4,ENSG00000196954,11,protein-coding
CASP5,ENSG00000137757,11,protein-coding
CASP1,ENSG00000137752,11,protein-coding
CARD16,ENSG00000204397,11,protein-coding
CARD18,ENSG00000255501,11,protein-coding
GRIA4,ENSG00000152578,11,protein-coding
RNU4-55P,ENSG00000222663,11,pseudo
RNU6-277P,ENSG00000252081,11,pseudo
MSANTD4,ENSG00000170903,11,protein-coding
KBTBD3,ENSG00000182359,11,protein-coding
AASDHPPT,ENSG00000149313,11,protein-coding
LINC02719,ENSG00000254580,11,ncRNA
GUCY1A2,ENSG00000152402,11,protein-coding
LOC100422300,ENSG00000213252,11,pseudo
ASS1P13,ENSG00000255353,11,pseudo
CWF19L2,ENSG00000152404,11,protein-coding
SMARCE1P1,ENSG00000225215,11,pseudo
ALKBH8,ENSG00000137760,11,protein-coding
ELMOD1,ENSG00000110675,11,protein-coding
METTL5P4,ENSG00000255483,11,pseudo
SLN,ENSG00000170290,11,protein-coding
SLC35F2,ENSG00000110660,11,protein-coding
RAB39A,ENSG00000179331,11,protein-coding
CUL5,ENSG00000166266,11,protein-coding
ACAT1,ENSG00000075239,11,protein-coding
NPAT,ENSG00000149308,11,protein-coding
ATM,ENSG00000149311,11,protein-coding
C11orf65,ENSG00000166323,11,protein-coding
POGLUT3,ENSG00000178202,11,protein-coding
EXPH5,ENSG00000110723,11,protein-coding
DDX10,ENSG00000178105,11,protein-coding
RPS2P39,ENSG00000240698,11,pseudo
RNU6-654P,ENSG00000201243,11,pseudo
RNA5SP349,ENSG00000200613,11,pseudo
LOC124900307,ENSG00000264997,11,pseudo
C11orf87,ENSG00000185742,11,protein-coding
LINC02715,ENSG00000254659,11,ncRNA
RDX,ENSG00000137710,11,protein-coding
ZC3H12C,ENSG00000149289,11,protein-coding
LOC124902752,ENSG00000254416,11,ncRNA
FDX1,ENSG00000137714,11,protein-coding
ARHGAP20,ENSG00000137727,11,protein-coding
RNA5SP350,ENSG00000200168,11,pseudo
LINC02550,ENSG00000271584,11,ncRNA
RPS17P15,ENSG00000239354,11,pseudo
POU2AF2,ENSG00000150750,11,protein-coding
COLCA1,ENSG00000196167,11,ncRNA
POU2AF3,ENSG00000214290,11,protein-coding
MIR4491,ENSG00000264032,11,ncRNA
POU2AF1,ENSG00000110777,11,protein-coding
RNU2-60P,ENSG00000253099,11,pseudo
LOC100132078,ENSG00000255428,11,ncRNA
BTG4,ENSG00000137707,11,protein-coding
MIR34B,ENSG00000207811,11,ncRNA
MIR34C,ENSG00000207562,11,ncRNA
HOATZ,ENSG00000183644,11,protein-coding
LAYN,ENSG00000204381,11,protein-coding
SIK2,ENSG00000170145,11,protein-coding
RN7SKP273,ENSG00000223324,11,pseudo
PPP2R1B,ENSG00000137713,11,protein-coding
ALG9,ENSG00000086848,11,protein-coding
FDXACB1,ENSG00000255561,11,protein-coding
CFAP68,ENSG00000137720,11,protein-coding
CRYAB,ENSG00000109846,11,protein-coding
HSPB2,ENSG00000170276,11,protein-coding
HSPB2-C11orf52,ENSG00000254445,11,ncRNA
C11orf52,ENSG00000149300,11,protein-coding
DIXDC1,ENSG00000150764,11,protein-coding
RNA5SP351,ENSG00000238965,11,pseudo
DLAT,ENSG00000150768,11,protein-coding
RNU6-893P,ENSG00000238444,11,pseudo
PIH1D2,ENSG00000150773,11,protein-coding
NKAPD1,ENSG00000150776,11,protein-coding
TIMM8B,ENSG00000150779,11,protein-coding
SDHD,ENSG00000204370,11,protein-coding
IL18,ENSG00000150782,11,protein-coding
TEX12,ENSG00000150783,11,protein-coding
BCO2,ENSG00000197580,11,protein-coding
PTS,ENSG00000150787,11,protein-coding
RPS6P16,ENSG00000243250,11,pseudo
PLET1,ENSG00000188771,11,protein-coding
LOC100132686,ENSG00000268472,11,ncRNA
LINC02762,ENSG00000250303,11,ncRNA
RNU6-44P,ENSG00000206772,11,pseudo
LINC02763,ENSG00000254968,11,ncRNA
RPL23AP62,ENSG00000213233,11,pseudo
LINC02764,ENSG00000255484,11,ncRNA
NCAM1-AS2,ENSG00000247416,11,ncRNA
NCAM1,ENSG00000149294,11,protein-coding
RNU7-187P,ENSG00000238998,11,pseudo
TTC12,ENSG00000149292,11,protein-coding
ANKK1,ENSG00000170209,11,protein-coding
DRD2,ENSG00000149295,11,protein-coding
MIR4301,ENSG00000265140,11,ncRNA
TMPRSS5,ENSG00000166682,11,protein-coding
MTRF1LP1,ENSG00000256091,11,pseudo
ZW10,ENSG00000086827,11,protein-coding
RPS29P19,ENSG00000243353,11,pseudo
CLDN25,ENSG00000228607,11,protein-coding
LOC390251,ENSG00000255870,11,pseudo
LRRC37A13P,ENSG00000257101,11,pseudo
USP28,ENSG00000048028,11,protein-coding
RNU6-1107P,ENSG00000201687,11,pseudo
HTR3B,ENSG00000149305,11,protein-coding
HTR3A,ENSG00000166736,11,protein-coding
ZBTB16,ENSG00000109906,11,protein-coding
NNMT,ENSG00000166741,11,protein-coding
LOC101928940,ENSG00000256195,11,ncRNA
C11orf71,ENSG00000180425,11,protein-coding
RBM7,ENSG00000076053,11,protein-coding
REXO2,ENSG00000076043,11,protein-coding
LOC100422382,ENSG00000256533,11,pseudo
NXPE2P1,ENSG00000255982,11,pseudo
NXPE1,ENSG00000095110,11,protein-coding
LOC124902825,ENSG00000238724,11,snoRNA
NXPE4,ENSG00000137634,11,protein-coding
LOC100132172,ENSG00000256674,11,pseudo
NXPE2,ENSG00000204361,11,protein-coding
CADM1,ENSG00000182985,11,protein-coding
CADM1-AS1,ENSG00000256315,11,ncRNA
RPL12P46,ENSG00000255903,11,pseudo
LOC124902826,ENSG00000239153,11,snoRNA
LINC02703,ENSG00000257067,11,ncRNA
LINC02702,ENSG00000237937,11,ncRNA
BUD13,ENSG00000137656,11,protein-coding
BUD13-DT,ENSG00000226645,11,ncRNA
ZPR1,ENSG00000109917,11,protein-coding
APOA5,ENSG00000110243,11,protein-coding
LNC-RHL1,ENSG00000236267,11,ncRNA
APOA4,ENSG00000110244,11,protein-coding
APOC3,ENSG00000110245,11,protein-coding
APOA1,ENSG00000118137,11,protein-coding
SIK3,ENSG00000160584,11,protein-coding
RNY4P6,ENSG00000200537,11,pseudo
PAFAH1B2,ENSG00000168092,11,protein-coding
SIDT2,ENSG00000149577,11,protein-coding
TAGLN,ENSG00000149591,11,protein-coding
PCSK7,ENSG00000160613,11,protein-coding
RNF214,ENSG00000167257,11,protein-coding
LOC124900313,ENSG00000252992,11,ncRNA
BACE1,ENSG00000186318,11,protein-coding
BACE1-AS,ENSG00000278768,11,ncRNA
CEP164,ENSG00000110274,11,protein-coding
DSCAML1,ENSG00000177103,11,protein-coding
LOC105369515,ENSG00000270403,11,ncRNA
FXYD2,ENSG00000137731,11,protein-coding
FXYD6-FXYD2,ENSG00000255245,11,protein-coding
FXYD6-AS1,ENSG00000254528,11,ncRNA
FXYD6,ENSG00000137726,11,protein-coding
TMPRSS13,ENSG00000137747,11,protein-coding
IL10RA,ENSG00000110324,11,protein-coding
SMIM35,ENSG00000255274,11,protein-coding
RN7SL828P,ENSG00000272075,11,pseudo
TMPRSS4,ENSG00000137648,11,protein-coding
SCN4B,ENSG00000177098,11,protein-coding
SCN2B,ENSG00000149575,11,protein-coding
JAML,ENSG00000160593,11,protein-coding
MPZL3,ENSG00000160588,11,protein-coding
MPZL2,ENSG00000149573,11,protein-coding
CD3E,ENSG00000198851,11,protein-coding
CD3D,ENSG00000167286,11,protein-coding
CD3G,ENSG00000160654,11,protein-coding
UBE4A,ENSG00000110344,11,protein-coding
ATP5MG,ENSG00000167283,11,protein-coding
KMT2A,ENSG00000118058,11,protein-coding
TTC36-AS1,ENSG00000255435,11,ncRNA
TTC36,ENSG00000172425,11,protein-coding
TMEM25,ENSG00000149582,11,protein-coding
IFT46,ENSG00000118096,11,protein-coding
RPL5P30,ENSG00000243431,11,pseudo
ARCN1,ENSG00000095139,11,protein-coding
RNU6-1157P,ENSG00000207185,11,pseudo
PHLDB1,ENSG00000019144,11,protein-coding
MIR6716,ENSG00000284246,11,ncRNA
TREH,ENSG00000118094,11,protein-coding
RNU6-376P,ENSG00000207462,11,pseudo
DDX6,ENSG00000110367,11,protein-coding
COX7CP3,ENSG00000254478,11,pseudo
CXCR5,ENSG00000160683,11,protein-coding
BCL9L,ENSG00000186174,11,protein-coding
MIR4492,ENSG00000264211,11,ncRNA
UPK2,ENSG00000110375,11,protein-coding
RN7SL688P,ENSG00000239726,11,pseudo
FOXR1,ENSG00000176302,11,protein-coding
CENATAC,ENSG00000186166,11,protein-coding
RPS25,ENSG00000118181,11,protein-coding
TRAPPC4,ENSG00000196655,11,protein-coding
SLC37A4,ENSG00000137700,11,protein-coding
HYOU1-AS1,ENSG00000255114,11,ncRNA
HYOU1,ENSG00000149428,11,protein-coding
LOC124902769,ENSG00000272186,11,ncRNA
VPS11,ENSG00000160695,11,protein-coding
HMBS,ENSG00000256269,11,protein-coding
H2AX,ENSG00000188486,11,protein-coding
DPAGT1,ENSG00000172269,11,protein-coding
C2CD2L,ENSG00000172375,11,protein-coding
HINFP,ENSG00000172273,11,protein-coding
ABCG4,ENSG00000172350,11,protein-coding
NLRX1,ENSG00000160703,11,protein-coding
NHERF4,ENSG00000172367,11,protein-coding
DRC12,ENSG00000248712,11,protein-coding
CBL,ENSG00000110395,11,protein-coding
RNU6-262P,ENSG00000222249,11,pseudo
MCAM,ENSG00000076706,11,protein-coding
MIR6756,ENSG00000284148,11,ncRNA
LOC124900316,ENSG00000252119,11,pseudo
RNF26,ENSG00000173456,11,protein-coding
C1QTNF5,ENSG00000223953,11,protein-coding
MFRP,ENSG00000235718,11,protein-coding
USP2,ENSG00000036672,11,protein-coding
USP2-AS1,ENSG00000245248,11,ncRNA
THY1,ENSG00000154096,11,protein-coding
KRT8P7,ENSG00000230716,11,pseudo
NECTIN1,ENSG00000110400,11,protein-coding
RNU6-1123P,ENSG00000199217,11,pseudo
NECTIN1-AS1,ENSG00000255247,11,ncRNA
LINC02744,ENSG00000254863,11,ncRNA
TRIM29,ENSG00000137699,11,protein-coding
LOC107984399,ENSG00000176984,11,ncRNA
OAF,ENSG00000184232,11,protein-coding
POU2F3,ENSG00000137709,11,protein-coding
POU2F3-AS1,ENSG00000259541,11,ncRNA
TLCD5,ENSG00000181264,11,protein-coding
ARHGEF12,ENSG00000196914,11,protein-coding
GRIK4,ENSG00000149403,11,protein-coding
ELOCP22,ENSG00000255006,11,pseudo
LOC101929227,ENSG00000250493,11,ncRNA
TBCEL,ENSG00000154114,11,protein-coding
TECTA,ENSG00000109927,11,protein-coding
TRPC6P5,ENSG00000254515,11,pseudo
RPS4XP12,ENSG00000244400,11,pseudo
SC5D,ENSG00000109929,11,protein-coding
SORL1-AS1,ENSG00000246790,11,ncRNA
SORL1,ENSG00000137642,11,protein-coding
RNU6-256P,ENSG00000252556,11,pseudo
MIR100HG,ENSG00000255248,11,ncRNA
MIR125B1,ENSG00000207971,11,ncRNA
BLID,ENSG00000259571,11,protein-coding
MIRLET7A2,ENSG00000198975,11,ncRNA
MIR100,ENSG00000207994,11,ncRNA
RNU4ATAC10P,ENSG00000252776,11,pseudo
RNU4ATAC5P,ENSG00000253035,11,pseudo
RNU6-592P,ENSG00000223265,11,pseudo
UBASH3B,ENSG00000154127,11,protein-coding
LOC124902828,ENSG00000239079,11,snoRNA
CRTAM,ENSG00000109943,11,protein-coding
JHY,ENSG00000109944,11,protein-coding
RNU4-23P,ENSG00000199709,11,pseudo
BSX,ENSG00000188909,11,protein-coding
RPL34P23,ENSG00000243669,11,pseudo
HSPA8,ENSG00000109971,11,protein-coding
SNORD14E,ENSG00000200879,11,snoRNA
SNORD14D,ENSG00000207118,11,snoRNA
SNORD14C,ENSG00000202252,11,snoRNA
CLMP,ENSG00000166250,11,protein-coding
LOC124900305,ENSG00000200496,11,snoRNA
LINC02727,ENSG00000254823,11,ncRNA
PHB1P17,ENSG00000254407,11,pseudo
GRAMD1B,ENSG00000023171,11,protein-coding
MIR4493,ENSG00000265357,11,ncRNA
SCN3B,ENSG00000166257,11,protein-coding
ZNF202,ENSG00000166261,11,protein-coding
OR6X1,ENSG00000221931,11,protein-coding
RNU1-21P,ENSG00000200197,11,pseudo
OR6M1,ENSG00000196099,11,protein-coding
OR6M2P,ENSG00000254613,11,pseudo
OR6M3P,ENSG00000254430,11,pseudo
TMEM225,ENSG00000204300,11,protein-coding
OR8D4,ENSG00000181518,11,protein-coding
OR4D5,ENSG00000171014,11,protein-coding
OR6T1,ENSG00000181499,11,protein-coding
OR10S1,ENSG00000196248,11,protein-coding
OR10G6,ENSG00000198674,11,protein-coding
OR10G4,ENSG00000254737,11,protein-coding
OR10G9,ENSG00000236981,11,protein-coding
OR10G8,ENSG00000234560,11,protein-coding
OR10G7,ENSG00000182634,11,protein-coding
OR10D5P,ENSG00000213182,11,pseudo
OR10N1P,ENSG00000213181,11,pseudo
VWA5A,ENSG00000110002,11,protein-coding
OR10D1P,ENSG00000196403,11,pseudo
OR10D3,ENSG00000197309,11,protein-coding
OR8F1P,ENSG00000239426,11,pseudo
OR8G3,ENSG00000255425,11,protein-coding
OR8G2P,ENSG00000181214,11,pseudo
OR8G7P,ENSG00000276316,11,pseudo
OR8G1,ENSG00000197849,11,protein-coding
OR8G5,ENSG00000255298,11,protein-coding
SLC5A4P1,ENSG00000255116,11,pseudo
OR8D1,ENSG00000196341,11,protein-coding
OR8D2,ENSG00000279116,11,protein-coding
OR8B6P,ENSG00000255225,11,pseudo
OR8B5P,ENSG00000255030,11,pseudo
OR8B2,ENSG00000284680,11,protein-coding
OR8B3,ENSG00000284609,11,protein-coding
OR8X1P,ENSG00000255048,11,pseudo
OR8B4,ENSG00000280090,11,protein-coding
OR8B8,ENSG00000197125,11,protein-coding
OR8A2P,ENSG00000255510,11,pseudo
OR8B10P,ENSG00000254646,11,pseudo
LOC100421985,ENSG00000254937,11,pseudo
OR8B12,ENSG00000170953,11,protein-coding
OR8A1,ENSG00000196119,11,protein-coding
OR8Q1P,ENSG00000255341,11,pseudo
PANX3,ENSG00000154143,11,protein-coding
TBRG1,ENSG00000154144,11,protein-coding
SIAE,ENSG00000110013,11,protein-coding
RNA5SP352,ENSG00000200278,11,pseudo
SPA17,ENSG00000064199,11,protein-coding
NRGN,ENSG00000154146,11,protein-coding
VSIG2,ENSG00000019102,11,protein-coding
ESAM,ENSG00000149564,11,protein-coding
ESAM-AS1,ENSG00000250073,11,ncRNA
MSANTD2,ENSG00000120458,11,protein-coding
MSANTD2-AS1,ENSG00000245498,11,ncRNA
ROBO3,ENSG00000154134,11,protein-coding
ROBO4,ENSG00000154133,11,protein-coding
HEPACAM,ENSG00000165478,11,protein-coding
HEPN1,ENSG00000221932,11,protein-coding
CCDC15-DT,ENSG00000285825,11,ncRNA
CCDC15,ENSG00000149548,11,protein-coding
SLC37A2,ENSG00000134955,11,protein-coding
TMEM218,ENSG00000150433,11,protein-coding
KRT18P59,ENSG00000187686,11,pseudo
PKNOX2-DT,ENSG00000254880,11,ncRNA
PKNOX2,ENSG00000165495,11,protein-coding
PKNOX2-AS1,ENSG00000254932,11,ncRNA
RNU6-321P,ENSG00000222844,11,pseudo
FEZ1,ENSG00000149557,11,protein-coding
LOC403312,ENSG00000255537,11,ncRNA
EI24,ENSG00000149547,11,protein-coding
RNU6-1156P,ENSG00000222297,11,pseudo
STT3A,ENSG00000134910,11,protein-coding
CHEK1,ENSG00000149554,11,protein-coding
RNU2-35P,ENSG00000252255,11,pseudo
ACRV1,ENSG00000134940,11,protein-coding
PATE1,ENSG00000171053,11,protein-coding
PATE2,ENSG00000196844,11,protein-coding
PATE3,ENSG00000236027,11,protein-coding
PATE4,ENSG00000237353,11,protein-coding
HYLS1,ENSG00000198331,11,protein-coding
PUS3,ENSG00000110060,11,protein-coding
DDX25,ENSG00000109832,11,protein-coding
VSIG10L2,ENSG00000283703,11,protein-coding
CDON,ENSG00000064309,11,protein-coding
NAP1L1P1,ENSG00000254759,11,pseudo
RPUSD4,ENSG00000165526,11,protein-coding
FAM118B,ENSG00000197798,11,protein-coding
RNU4-86P,ENSG00000222067,11,pseudo
RN7SL351P,ENSG00000240098,11,pseudo
SRPRA,ENSG00000182934,11,protein-coding
FOXRED1,ENSG00000110074,11,protein-coding
RPL35AP26,ENSG00000243607,11,pseudo
TIRAP,ENSG00000150455,11,protein-coding
TIRAP-AS1,ENSG00000255062,11,ncRNA
DCPS,ENSG00000110063,11,protein-coding
GSEC,ENSG00000280832,11,ncRNA
ST3GAL4,ENSG00000110080,11,protein-coding
KIRREL3,ENSG00000149571,11,protein-coding
KIRREL3-AS2,ENSG00000254960,11,ncRNA
MIR3167,ENSG00000266215,11,ncRNA
LOC105369558,ENSG00000255317,11,ncRNA
KIRREL3-AS3,ENSG00000218109,11,ncRNA
LOC101929473,ENSG00000255087,11,ncRNA
LINC02712,ENSG00000273409,11,ncRNA
RN7SKP121,ENSG00000222774,11,pseudo
RN7SKP279,ENSG00000223315,11,pseudo
DNAJB6P1,ENSG00000254612,11,pseudo
LINC02725,ENSG00000273415,11,ncRNA
LINC02098,ENSG00000272575,11,ncRNA
ETS1,ENSG00000134954,11,protein-coding
MIR6090,ENSG00000276176,11,ncRNA
ETS1-AS1,ENSG00000254588,11,ncRNA
LOC101929538,ENSG00000245008,11,ncRNA
FLI1,ENSG00000151702,11,protein-coding
SENCR,ENSG00000254703,11,ncRNA
KCNJ1,ENSG00000151704,11,protein-coding
KCNJ5,ENSG00000120457,11,protein-coding
KCNJ5-AS1,ENSG00000174370,11,ncRNA
TP53AIP1,ENSG00000120471,11,protein-coding
ARHGAP32,ENSG00000134909,11,protein-coding
RNU6-876P,ENSG00000212597,11,pseudo
RNU6-874P,ENSG00000199260,11,pseudo
ZNF123P,ENSG00000255259,11,pseudo
BARX2,ENSG00000043039,11,protein-coding
LINC01395,ENSG00000281097,11,ncRNA
TMEM45B,ENSG00000151715,11,protein-coding
NFRKB,ENSG00000170322,11,protein-coding
PRDM10,ENSG00000170325,11,protein-coding
PRDM10-DT,ENSG00000233220,11,ncRNA
ELOBP2,ENSG00000255262,11,pseudo
APLP2,ENSG00000084234,11,protein-coding
RPL34P21,ENSG00000244451,11,pseudo
ST14,ENSG00000149418,11,protein-coding
ZBTB44,ENSG00000196323,11,protein-coding
RN7SL778P,ENSG00000272412,11,pseudo
ZBTB44-DT,ENSG00000175773,11,ncRNA
ADAMTS8,ENSG00000134917,11,protein-coding
ADAMTS15,ENSG00000166106,11,protein-coding
MIR8052,ENSG00000274999,11,ncRNA
LINC02873,ENSG00000175728,11,ncRNA
PPP1R10P1,ENSG00000255352,11,pseudo
SNX19,ENSG00000120451,11,protein-coding
RN7SL167P,ENSG00000242673,11,pseudo
NTM,ENSG00000182667,11,protein-coding
RNU6ATAC12P,ENSG00000252351,11,pseudo
NTM-AS2,ENSG00000237654,11,ncRNA
LOC100419058,ENSG00000271624,11,pseudo
OPCML,ENSG00000183715,11,protein-coding
LOC124902819,ENSG00000283489,11,pseudo
OPCML-IT1,ENSG00000254896,11,ncRNA
LINC02743,ENSG00000255258,11,ncRNA
SPATA19,ENSG00000166118,11,protein-coding
MIR4697,ENSG00000284020,11,ncRNA
IGSF9B,ENSG00000080854,11,protein-coding
LINC02730,ENSG00000255406,11,ncRNA
LINC02731,ENSG00000204241,11,ncRNA
JAM3,ENSG00000166086,11,protein-coding
NCAPD3,ENSG00000151503,11,protein-coding
VPS26B,ENSG00000151502,11,protein-coding
THYN1,ENSG00000151500,11,protein-coding
ACAD8,ENSG00000151498,11,protein-coding
GLB1L3,ENSG00000166105,11,protein-coding
GLB1L2,ENSG00000149328,11,protein-coding
B3GAT1,ENSG00000109956,11,protein-coding
B3GAT1-DT,ENSG00000255545,11,ncRNA
LINC02706,ENSG00000255344,11,ncRNA
LINC02714,ENSG00000251226,11,ncRNA
LINC02717,ENSG00000285735,11,ncRNA
LINC02684,ENSG00000255512,11,ncRNA
TUBB8,ENSG00000261456,10,protein-coding
IL9RP2,ENSG00000232420,10,pseudo
ZMYND11,ENSG00000015171,10,protein-coding
DDX20P1,ENSG00000276662,10,pseudo
RNA5SP297,ENSG00000212331,10,pseudo
DIP2C,ENSG00000151240,10,protein-coding
RNA5SP298,ENSG00000201861,10,pseudo
RN7SL754P,ENSG00000239822,10,pseudo
DIP2C-AS2,ENSG00000225140,10,ncRNA
MIR5699,ENSG00000263511,10,ncRNA
DIP2C-AS1,ENSG00000180525,10,ncRNA
LARP4B,ENSG00000107929,10,protein-coding
LARP4B-DT,ENSG00000229869,10,ncRNA
GTPBP4,ENSG00000107937,10,protein-coding
IDI2,ENSG00000148377,10,protein-coding
IDI2-AS1,ENSG00000232656,10,ncRNA
IDI1,ENSG00000067064,10,protein-coding
WDR37,ENSG00000047056,10,protein-coding
LINC00200,ENSG00000229205,10,ncRNA
ADARB2,ENSG00000185736,10,protein-coding
ADARB2-AS1,ENSG00000205696,10,ncRNA
MIR6072,ENSG00000278069,10,ncRNA
RNU6-889P,ENSG00000252998,10,pseudo
LINC02662,ENSG00000231326,10,ncRNA
RNU6-576P,ENSG00000212156,10,pseudo
LOC105376350,ENSG00000235281,10,ncRNA
PFKP-DT,ENSG00000273001,10,ncRNA
PFKP,ENSG00000067057,10,protein-coding
PITRM1,ENSG00000107959,10,protein-coding
PITRM1-AS1,ENSG00000237399,10,ncRNA
LOC124902537,ENSG00000226762,10,ncRNA
LINC02669,ENSG00000233321,10,ncRNA
KLF6,ENSG00000067082,10,protein-coding
LINC02639,ENSG00000230573,10,ncRNA
LINC02660,ENSG00000226005,10,ncRNA
MIR6078,ENSG00000274809,10,ncRNA
LOC107984195,ENSG00000227101,10,ncRNA
LINC00703,ENSG00000224382,10,ncRNA
RNU6-163P,ENSG00000207124,10,pseudo
MANCR,ENSG00000231298,10,ncRNA
LINC00705,ENSG00000225269,10,ncRNA
AKR1E2,ENSG00000165568,10,protein-coding
AKR1C1,ENSG00000187134,10,protein-coding
AKR1C2,ENSG00000151632,10,protein-coding
AKR1C3,ENSG00000196139,10,protein-coding
LOC124900291,ENSG00000239142,10,snoRNA
AKR1C8,ENSG00000264006,10,protein-coding
AKR1C4,ENSG00000198610,10,protein-coding
LINC02561,ENSG00000224034,10,ncRNA
